u,v,color
0,1,2,0
0,2,0,2
0,3,0,2
0,4,2,0
0,5,0,2
0,6,0,2
0,7,2,0
0,8,0,2
0,9,2,0
0,10,2,0
0,11,2,0
0,12,2,0
0,13,2,0
0,14,0,2
0,15,2,0
0,16,0,2
0,17,0,2
0,18,0,2
0,19,2,0
0,20,2,0
0,21,2,0
0,22,0,2
0,23,0,2
0,24,0
0,25,0,2
0,26,0,2
0,27,2,0
0,28,2,0
0,29,0,2
0,30,0,2
0,31,2,0
0,32,2,0
0,33,2,0
0,34,2,0
0,35,0,2
0,36,2,0
0,37,0,2
0,38,0,2
65,80,6,5,2,3
65,51,0
65,104,5
65,268,6,0
65,107,3
65,200,5
65,269,0,2,1
65,270,0
65,213,2,0
65,271,1,0,2
65,70,0,3
65,123,0
65,164,2
65,273,1
65,165,5
65,167,3
65,185,0
65,275,0
65,276,0
65,203,2
65,204,0,6,1,5,2
65,279,3,5
65,422,5
65,473,5
65,423,5
65,66,5,0
65,87,6,5,3,2
65,281,5,3
65,282,0,6
65,283,3,5
65,55,2
65,284,3
65,57,2
66,74,2,5,3
66,255,0
66,59,6,2,5,0,3,1
66,256,2,5,0,1
66,159,3
66,229,0
66,208,2,1
66,257,0
66,258,0
66,75,3,2,6,5
66,415,5
66,98,3
66,209,3,5
66,76,5,3,2,6
66,416,5
66,259,3,5
66,260,3,5
66,261,0
66,417,5
66,192,2
66,263,0,3,2,5,1
66,264,0
66,265,3,5
66,266,0
66,267,2
66,80,3,6,5,2
66,51,0
66,104,5
66,147,0,3
66,268,6,0
66,418,5
66,419,5
66,420,5,0
66,107,3
66,212,3,5
66,200,5
66,366,5
66,421,5
66,269,0,2,1
66,270,0
66,213,0,2
66,271,1,2,0
66,70,3,0
66,123,0
66,109,2
66,164,2
66,273,1
66,165,5
66,167,3
66,185,0
66,275,0
66,276,0
66,203,2
66,204,5,2,6,1,0
66,279,3,5
66,422,5
66,473,5
66,423,0,5
66,87,5,3,6,2
66,110,0
66,281,5,3
66,311,0,5,3
66,67,5,0
66,68,5,0
66,282,6,0
66,283,3,5
66,55,2,5
66,284,3
66,374,5
66,57,2,5
151,74,2
151,227,2
151,174,0
151,474,2
151,475,0
151,177,0
151,476,2
151,477,0
151,267,2
151,179,2,0
151,478,0
151,479,0
151,480,0
151,225,0
151,238,5,3
151,366,0
151,481,0
151,482,0
151,44,0
151,213,2
151,180,0
151,70,2
151,164,2
151,124,0
151,483,0
151,484,0
151,485,0
151,486,0
151,325,2
151,186,0,2
151,326,2
151,64,2
151,487,0
151,488,0
151,220,2
151,187,0
151,243,2
151,153,2
151,244,2
151,489,0
151,490,0
151,333,2
151,374,0
151,491,0
492,74,0
492,45,0
492,19,0
492,493,0
492,54,0
492,56,0
494,74,4
494,392,0
494,393,0
494,24,0
494,186,0
494,495,0
466,74,0
466,256,0
466,159,0
466,58,0
466,77,0
466,496,0
466,474,0
466,476,0
466,100,0
466,161,0
466,8,0
466,365,0
466,21,0
466,497,0
466,44,0
466,213,0
466,252,0
466,461,0
466,166,0
466,167,0
466,204,0
466,413,0
466,73,0
466,498,0
466,333,0
466,372,0
153,74,2
153,227,2
153,499,0
153,364,0
153,368,0
153,64,2
153,253,0
153,244,2
153,72,3,0
370,74,0
370,336,0
370,77,0
370,474,0
370,476,0
370,349,0
370,373,0
500,74,0
500,398,0
500,72,0
501,74,0
501,77,0
501,200,0
502,74,4
502,392,0
502,393,0
502,24,0
502,186,0
502,495,0
502,503,0
67,74,3,5,2
67,255,0
67,59,2,3,5,6,1,0
67,256,5,1,2,0
67,159,3
67,229,0
67,208,2,1
67,257,0
67,258,0
67,75,2,6,5,3
67,98,3
67,76,2,3,6,5
67,259,5,3
67,260,3,5
67,261,0
67,192,2
67,263,5,1,3,0,2
67,264,0
67,265,5,3
67,266,0
67,267,2
67,80,2,6,3,5
67,51,0
67,104,5
67,268,0,6
67,107,3
67,269,2,0,1
67,270,0
67,213,0,2
67,271,2,1,0
67,70,3,0
67,123,0
67,164,2
67,273,1
67,165,5
67,167,3
67,185,0
67,275,0
67,276,0
67,203,2
67,204,6,1,5,2,0
67,279,5,3
67,422,5
67,423,5
67,87,5,3,2,6
67,281,3,5
67,282,6,0
67,283,3,5
67,55,2
67,284,3
67,57,2
68,74,2,5,3
68,255,0
68,59,3,2,5,6,0,1
68,256,2,5,1,0
68,159,3
68,229,0
68,208,1,2
68,257,0
68,258,0
68,75,2,3,6,5
68,98,3
68,76,3,2,6,5
68,259,3,5
68,260,5,3
68,261,0
68,192,2
68,263,5,0,3,2,1
68,264,0
68,265,5,3
68,266,0
68,267,2
68,80,5,2,3,6
68,51,0
68,104,5
68,268,0,6
68,107,3
68,269,0,1,2
68,270,0
68,213,0,2
68,271,0,1,2
68,70,3,0
68,123,0
68,164,2
68,273,1
68,165,5
68,167,3
68,185,0
68,275,0
68,276,0
68,203,2
68,204,6,0,1,2,5
68,279,3,5
68,87,3,5,2,6
68,281,5,3
68,282,6,0
68,283,3,5
68,55,2
68,284,3
68,57,2
504,74,4
504,392,0
504,393,0
504,24,0
504,186,0
505,74,5,3,0
505,159,0
505,246,5,4,6,3,0,2
505,247,2,5,4,0,6,3
505,248,3,0,5
505,161,0
505,83,5,3,0
505,44,0
505,213,0
505,249,3,6,2,4,0,5
505,250,5,3
505,251,6,0
505,252,0
505,348,3
505,166,0
505,167,0
505,253,0
505,244,0
505,254,4,0,6,2,3,5
55,74,2
55,2,2,0,1
55,3,1,0,2
55,39,0
55,189,0
55,190,0,2
55,4,2,0,1
55,191,0,2
55,192,3
55,99,2
55,7,1,0,2
55,161,0,2,1
55,8,2,1,0
55,101,2
55,9,1,2,0
55,10,0,2,1
55,193,2
55,11,2,0,1
55,194,2
55,195,2
55,102,2
55,12,1,2,0
55,61,2,0
55,13,2,0,1
55,196,2
55,103,2
55,197,2
55,14,1,2,0
55,198,2
55,15,0,2,1
55,104,2
55,16,1,0,2
55,199,2
55,17,2,0,1
55,18,2,0,1
55,19,2,1,0
55,20,0,1,2
55,21,1,0,2
55,22,1,2,0
55,23,2,0,1
55,107,1,0,2
55,200,0
55,201,1
55,70,0,2,1
55,164,1,2,0
55,166,2,1,0
55,167,1,2,0
55,202,0
55,203,3
55,204,1,2,0
55,26,0,2,1
55,27,0,1,2
55,29,0,2,1
55,54,0,2
55,31,0,1,2
55,32,2,0,1
55,33,0,2,1
55,34,1,2,0
55,35,2,1,0
55,205,0
55,206,2
55,36,2,1,0
55,56,0,2
55,37,0,1,2
55,38,0,1,2
373,74,0
373,256,0
373,336,0
373,77,0
373,425,0
373,474,0
373,476,0
373,100,0
373,506,0
373,124,0
373,349,0
373,429,0
57,74,2
57,2,2,1,0
57,3,2,0,1
57,39,0
57,189,0
57,190,0,2
57,4,1,0,2
57,191,0,2
57,192,3
57,99,2
57,7,2,0,1
57,161,0,1,2
57,8,2,1,0
57,101,2
57,9,0,2,1
57,10,2,1,0
57,193,2
57,11,0,2,1
57,194,2
57,195,2
57,102,2
57,12,2,1,0
57,61,2,0
57,13,1,2,0
57,196,2
57,103,2
57,197,2
57,14,2,0,1
57,198,2
57,15,0,2,1
57,104,2
57,16,0,2,1
57,199,2
57,17,2,1,0
57,18,2,1,0
57,19,1,0,2
57,20,2,0,1
57,21,2,0,1
57,22,0,2,1
57,23,0,1,2
57,107,1,0,2
57,200,0
57,201,1
57,70,0,1,2
57,164,1,2,0
57,166,1,0,2
57,167,2,0,1
57,202,0
57,203,3
57,204,0,2,1
57,26,1,0,2
57,27,2,1,0
57,29,2,1,0
57,54,2,0
57,31,0,1,2
57,32,1,2,0
57,33,1,0,2
57,34,0,2,1
57,35,1,0,2
57,205,0
57,206,2
57,36,2,0,1
57,56,0,2
57,37,0,1,2
57,38,1,0,2
507,74,0
507,398,0
507,72,0
508,146,0
172,509,0
172,133,0
172,510,0
509,127,0
509,175,0
509,511,0
509,181,0
509,512,0
509,182,0
509,186,0
509,243,0
509,513,0
509,514,0
509,503,0
133,515,0
133,336,0
133,175,0
133,266,0
133,181,0
133,182,0
133,124,0
133,368,0
133,276,0
133,349,0
133,253,0
133,487,0
133,244,0
515,409,0
515,516,0
515,51,1,3
515,44,0
515,168,0
515,517,0
515,169,0
409,396,0
409,160,0
409,518,0
409,451,0
409,163,0
409,83,0
409,44,0
409,213,0
409,411,0
409,168,0
409,412,0
409,169,0
409,456,0
409,519,0
516,520,0
516,521,0
516,522,0
516,523,0
516,524,0
516,525,0
51,3,0
51,4,0
51,99,0
51,42,0
51,526,0
51,193,0
51,103,0
51,198,0
51,17,0
51,107,0
51,527,0
51,70,0
51,528,0
51,34,0
51,35,0
51,206,0
44,529,1,0,2
44,520,3,2,1,0
44,362,0
44,530,0
44,159,2,0,1
44,392,0
44,246,0
44,531,0
44,58,0
44,532,1,0,2
44,98,1,2,0
44,160,0
44,533,0
44,518,0
44,247,0
44,478,0
44,161,2,1,0
44,365,0
44,225,2,0,1
44,534,0
44,451,0
44,493,0
44,163,0
44,535,0
44,83,0
44,213,0
44,249,0
44,536,0
44,164,2,1,0
44,165,0,1,2
44,411,0
44,398,0
44,166,0,2,1
44,167,2,0,1
44,204,0,2,1
44,168,1,2,0
44,517,1,2
44,412,0
44,537,0
44,538,0
44,169,2,1,0
44,406,3
44,413,0
44,313,0
44,314,0
44,254,0
44,539,2,0,1
44,456,0
44,540,0
44,541,0
44,372,0
44,519,0
517,520,1,2,0
517,98,0
517,478,0
517,161,0
517,451,3,4
517,165,0,2,1
517,166,0
517,168,0,2,1
517,169,1
517,72,5
517,539,1,2,0
169,529,1,0,2
169,520,0,1
169,362,0
169,530,0
169,159,2,1,0
169,246,0
169,531,0
169,532,0,2,1
169,98,2,0,1
169,160,0
169,518,0
169,478,0
169,161,0,2,1
169,225,1,0,2
169,534,0
169,451,0
169,162,0
169,493,0,2,1
169,163,0
169,83,0
169,213,0
169,164,0,1,2
169,165,1,0
169,411,0
169,166,2,1,0
169,167,0,1,2
169,204,0
169,168,1,0,2
169,412,0
169,538,0
169,542,0
169,406,0
169,413,0
169,313,0
169,314,0
169,170,0
169,539,2,1,0
169,543,0
169,456,0
169,541,0
45,209,0
45,544,0
45,434,0
45,396,0
45,130,0
45,545,0
45,194,0
45,147,0
45,21,0
45,212,0
45,546,0
45,535,0
45,547,0
45,548,0
45,54,0
45,311,0
45,549,0
45,56,0
209,127,0
209,550,0
209,376,0
209,377,0
209,551,0
209,434,0
209,318,0
209,319,0
209,292,0
209,176,0
209,198,0
209,147,0
209,552,0
209,212,0
209,109,0
209,553,0
209,183,0
209,305,0
209,327,0
209,308,0
209,330,0
209,110,0
209,54,0
209,311,0
209,554,0
209,331,0
209,332,0
209,56,0
544,396,0
544,545,0
544,102,0
544,547,0
544,548,0
544,54,0
544,549,0
544,555,0
544,56,0
434,121,0
434,556,0
434,176,0
434,147,0
434,212,0
434,311,0
434,554,0
396,227,0
396,545,0
396,194,0
396,268,0
396,547,0
396,557,0
396,548,0
396,558,0
396,54,0
396,282,0
396,549,0
396,56,0
130,559,0
130,560,0
130,125,0
130,561,0
130,126,0
545,562,0
545,4,0
545,194,0
545,147,0
545,547,0
545,548,0
545,54,0
545,549,0
545,56,0
147,390,2
147,121,0
147,255,0
147,563,0
147,564,0
147,173,0
147,59,2
147,97,0
147,258,0
147,140,0
147,565,0
147,566,0
147,556,0
147,210,0
147,261,0
147,567,0
147,289,0
147,192,2
147,393,0
147,568,0
147,569,0
147,458,0
147,292,0
147,176,0
147,264,0
147,111,0
147,570,0
147,571,0
147,145,0
147,572,0
147,267,0
147,100,0
147,573,0
147,146,0
147,443,0
147,179,0
147,16,0
147,300,0
147,574,0
147,268,2
147,575,0
147,576,2
147,577,0
147,238,0
147,578,0
147,352,0
147,212,0
147,400,0
147,322,0
147,579,0
147,24,0
147,580,0
147,213,0
147,581,0
147,52,0
147,53,0
147,582,0
147,583,0
147,123,0
147,324,0
147,302,0
147,108,0
147,303,0
147,109,0
147,553,0
147,125,2
147,584,2
147,183,0
147,354,0
147,305,0
147,306,0
147,585,0
147,275,0
147,586,0
147,587,0
147,203,2
147,204,2
147,588,0
147,325,2
147,326,2
147,589,0
147,590,0
147,591,0
147,592,0
147,253,0
147,328,0
147,593,0
147,594,0
147,595,0
147,596,2
147,242,0
147,150,0
147,308,0
147,309,0
147,597,0
147,152,0
147,598,0
147,243,0
147,402,2
147,329,0
147,447,0
147,86,0
147,126,2
147,54,0
147,431,0
147,311,0
147,599,2
147,600,0
147,282,2
147,554,0
147,154,0
147,155,0
147,156,0
147,355,0
147,403,2
147,315,0
147,601,0
147,602,0
147,603,0
147,284,2
147,157,0
147,356,0
147,445,0
147,56,0
147,223,0
147,604,0
147,605,0
212,127,0
212,550,0
212,2,0
212,376,0
212,377,0
212,551,0
212,318,0
212,319,0
212,292,0
212,176,0
212,198,0
212,552,0
212,109,0
212,553,0
212,183,0
212,305,0
212,327,0
212,308,0
212,330,0
212,110,0
212,54,0
212,311,0
212,554,0
212,331,0
212,332,0
212,56,0
546,156,0
535,499,0
547,194,0
547,548,0
547,54,0
547,549,0
547,56,0
548,285,0
548,606,0
548,189,5
548,49,0
548,232,0
548,607,0
548,298,0
548,54,0
548,549,0
548,56,0
54,2,2,1,0
54,3,1,0,2
54,190,1,3
54,4,0,1,2
54,191,1,3
54,292,0
54,176,0
54,99,0,1,2
54,42,2,0
54,161,0
54,8,0,1,2
54,101,0,1,2
54,236,2
54,81,0,2
54,10,2,0,1
54,193,0,1,2
54,11,0,1,2
54,194,2,0,1
54,195,2,0,1
54,102,2,1,0
54,12,0,1,2
54,61,2,1,0
54,13,1,2,0
54,196,0,2,1
54,103,2,0,1
54,197,1,0,2
54,14,2,1,0
54,198,2,1,0
54,15,1,2,0
54,104,1,2,0
54,16,2,0,1
54,199,2,0,1
54,17,0,1,2
54,18,1,2,0
54,19,1,2,0
54,21,2,0,1
54,366,0
54,608,0
54,24,0
54,609,0
54,70,0,1,2
54,536,1,3
54,165,0
54,85,0,2
54,308,0
54,86,2,0
54,311,0
54,33,1,2,0
54,34,1,0,2
54,35,0,1,2
54,206,2,0,1
54,549,0
54,56,0
54,457,0
311,121,0
311,433,0
311,140,0
311,565,0
311,610,0
311,611,0
311,435,0
311,436,0
311,318,0
311,319,0
311,446,0
311,437,0
311,359,0
311,292,0
311,176,0
311,612,0
311,16,0
311,300,0
311,352,0
311,339,0
311,109,0
311,553,0
311,305,0
311,327,0
311,591,0
311,308,0
311,152,0
311,598,0
311,330,0
311,72,1
311,554,0
311,331,0
311,355,0
311,170,0
311,441,0
311,332,0
311,498,0
311,56,0
549,49,0
549,557,0
549,56,0
56,2,0,2,1
56,3,1,0,2
56,190,3,1
56,4,2,1,0
56,191,1,3
56,292,0
56,176,0
56,99,1,0,2
56,42,2,0
56,161,0
56,8,0,1,2
56,101,1,2,0
56,236,2
56,81,2,0
56,10,1,2,0
56,193,2,0,1
56,11,1,0,2
56,194,0,1,2
56,195,1,0,2
56,102,2,0,1
56,12,0,2,1
56,61,2,1,0
56,13,0,1,2
56,196,2,1,0
56,103,2,0,1
56,197,2,0,1
56,14,1,0,2
56,198,2,1,0
56,15,0,2,1
56,104,0,2,1
56,16,0,2,1
56,199,2,1,0
56,17,2,1,0
56,18,1,2,0
56,19,2,0,1
56,21,2,1,0
56,366,0
56,608,0
56,24,0
56,609,0
56,70,2,1,0
56,536,1,3
56,165,0
56,85,0,2
56,308,0
56,86,0,2
56,33,1,0,2
56,34,2,1,0
56,35,0,1,2
56,206,0,2,1
56,457,0
613,520,0
613,614,0
613,163,0
613,615,0
613,616,0
613,617,0
520,618,0
520,98,0
520,619,0
520,478,0
520,493,0
520,620,0
520,70,0
520,536,0
520,463,0
520,165,0,2,1
520,621,0
520,523,0
520,524,0
520,168,1,0,2
520,525,0
520,468,0
520,72,0
520,539,1,2,0
520,622,0
520,617,0
614,530,0
614,478,0
614,621,0
614,623,0
614,624,0
614,617,0
163,625,0
163,362,0
163,530,0
163,246,0
163,531,0
163,160,0
163,533,0
163,518,0
163,247,0
163,478,0
163,534,0
163,451,0
163,162,0
163,107,0
163,83,0
163,213,0
163,249,0
163,411,0
163,168,0
163,328,0
163,412,0
163,538,0
163,413,0
163,313,0
163,314,0
163,254,0
163,456,0
163,541,0
163,519,0
163,617,0
615,626,0
615,627,0
615,617,0
617,616,0
390,143,2,1
390,325,2
390,326,2
390,220,0
143,227,2
143,164,2,1
143,333,2
325,285,0
325,628,2,0
325,173,0
325,629,0,2
325,565,0
325,318,0
325,319,0
325,298,0
325,179,2
325,576,0,2
325,352,0
325,630,0
325,109,2
325,631,2,0
325,204,2
325,186,2
325,327,0
325,596,0,2
325,632,2,0
325,598,0
325,633,0,2
325,634,0,2
325,330,0
325,635,0,2
325,636,2,0
325,599,0,2
325,331,0
325,355,0
325,637,2,0
325,332,0
325,638,0,2
326,285,0
326,628,2,0
326,173,0
326,629,0,2
326,565,0
326,298,0
326,179,2
326,576,2,0
326,352,0
326,630,0
326,109,2
326,631,2,0
326,204,2
326,596,2,0
326,632,0,2
326,598,0
326,633,0,2
326,634,2,0
326,635,2,0
326,636,2,0
326,599,2,0
326,355,0
326,637,2,0
326,638,2,0
220,208,2
220,259,0
220,260,0
220,265,0
220,179,2
220,213,0,2
220,164,2
220,306,0
220,279,0
220,309,0
220,243,2
220,281,0
220,315,0
220,333,2,0
639,227,0
639,640,0
639,641,0
639,42,0
639,11,0
639,61,0
639,70,0
639,125,0
639,126,0
639,34,0
639,642,0
643,227,0
643,640,0
643,641,0
643,42,0
643,11,0
643,61,0
643,70,0
643,125,0
643,126,0
643,34,0
643,642,0
213,227,0
213,256,0
213,159,0
213,208,2
213,246,0
213,531,0
213,75,0
213,76,0
213,210,0
213,160,0
213,4,0
213,417,0
213,393,0
213,568,0
213,518,0
213,247,0
213,267,2
213,100,0
213,80,0
213,443,0
213,179,2
213,478,0
213,161,0
213,8,0
213,101,0
213,365,0
213,10,0
213,193,0
213,194,0
213,195,0
213,61,0
213,13,0
213,196,0
213,197,0
213,14,0
213,16,0
213,199,0
213,18,0
213,21,0
213,352,0
213,497,0
213,644,0
213,322,0
213,249,0
213,53,0
213,582,0
213,70,2,0
213,303,0
213,164,2
213,252,0
213,124,0
213,165,0
213,411,0
213,183,0
213,645,0
213,166,0
213,167,0
213,204,0
213,186,0,2
213,253,0
213,168,0
213,328,0
213,412,0
213,242,0
213,422,0
213,473,0
213,597,0
213,243,2,0
213,329,0
213,447,0
213,87,0
213,448,0
213,449,0
213,538,0
213,34,0
213,73,0
213,156,0
213,355,0
213,205,0
213,646,0
213,313,0
213,89,0
213,254,0
213,647,0
213,456,0
213,540,0
213,541,0
213,333,2
213,372,0
213,356,0
213,519,0
213,223,0
648,227,0
648,640,0
648,641,0
648,42,0
648,11,0
648,61,0
648,70,0
648,125,0
648,126,0
648,34,0
648,642,0
121,316,0
121,317,0
121,567,0
121,289,0
121,318,0
121,319,0
121,292,0
121,176,0
121,570,0
121,16,0
121,552,0
121,320,0
121,352,0
121,649,0
121,123,0
121,324,0
121,303,0
121,109,0
121,306,0
121,587,0
121,327,0
121,328,0
121,308,0
121,309,0
121,597,0
121,330,0
121,331,0
121,154,0
121,155,0
121,156,0
121,355,0
121,315,0
121,601,0
121,332,0
121,356,0
316,650,0
316,317,0
316,651,0
316,496,0
316,474,0
316,476,0
316,100,0
316,365,0
316,300,0
316,511,0
316,352,0
316,652,0
316,347,0
316,306,0
316,369,0
316,653,0
316,150,0
316,654,0
316,309,0
316,514,0
316,503,0
316,156,0
316,355,0
316,350,0
316,315,0
316,333,0
316,372,0
317,173,0
317,655,0
317,610,0
317,611,0
317,656,0
317,567,0
317,570,0
317,320,0
317,352,0
317,497,0
317,657,0
317,302,0
317,587,0
317,355,0
317,658,0
317,601,0
567,192,0
567,176,0
567,320,0
567,123,0
567,203,0
567,328,0
567,154,0
567,356,0
289,39,0
289,100,0
289,12,0
289,300,0
289,320,0
289,321,0
289,123,0
289,324,0
289,302,0
289,354,0
289,306,0
289,328,0
289,309,0
289,154,0
289,155,0
289,156,0
289,315,0
289,356,0
318,255,0
318,229,0
318,610,0
318,556,0
318,234,0
318,607,0
318,292,0
318,176,0
318,612,0
318,659,0
318,660,0
318,352,0
318,339,0
318,400,0
318,649,0
318,324,0
318,302,0
318,661,0
318,594,0
318,595,0
318,369,0
318,330,0
318,355,0
318,662,0
319,255,0
319,229,0
319,610,0
319,556,0
319,234,0
319,607,0
319,292,0
319,176,0
319,612,0
319,659,0
319,660,0
319,352,0
319,339,0
319,400,0
319,649,0
319,324,0
319,302,0
319,661,0
319,594,0
319,595,0
319,369,0
319,355,0
319,662,0
292,127,0
292,550,0
292,376,0
292,377,0
292,565,0
292,290,0
292,378,0
292,176,0
292,663,0
292,552,0
292,300,0
292,352,0
292,452,0
292,303,0
292,109,0
292,664,0
292,381,0
292,305,0
292,327,0
292,597,0
292,598,0
292,330,0
292,110,0
292,312,0
292,331,0
292,355,0
292,332,0
176,127,0
176,173,0
176,550,0
176,376,0
176,377,0
176,140,0
176,551,0
176,565,0
176,570,0
176,196,0
176,552,0
176,300,0
176,352,0
176,109,0
176,553,0
176,664,0
176,354,0
176,305,0
176,587,0
176,327,0
176,308,0
176,152,0
176,598,0
176,330,0
176,110,0
176,554,0
176,331,0
176,355,0
176,314,0
176,385,0
176,543,0
176,601,0
176,332,0
176,665,0
176,374,0
570,192,0
570,320,0
570,123,0
570,203,0
570,328,0
570,154,0
570,356,0
552,556,0
552,300,0
552,659,0
552,660,0
552,352,0
552,400,0
552,649,0
552,324,0
552,594,0
552,595,0
552,662,0
320,666,0
320,358,3,4
320,14,0
320,324,0
320,302,0
320,587,0
320,667,0
320,448,0
320,449,0
320,601,0
352,285,0
352,551,0
352,393,0
352,568,0
352,612,0
352,571,0
352,298,0
352,668,0
352,322,0
352,582,0
352,512,0
352,669,0
352,324,0
352,303,0
352,109,0
352,670,0
352,327,0
352,253,0
352,328,0
352,242,0
352,308,0
352,597,0
352,243,0
352,329,0
352,447,0
352,330,0
352,448,0
352,449,0
352,138,0
352,331,0
352,355,0
352,332,0
352,671,0
649,551,0
649,300,0
649,400,0
649,327,0
649,594,0
649,595,0
649,330,0
649,331,0
649,332,0
324,173,0
324,39,0
324,656,0
324,446,0
324,672,0
324,100,0
324,12,0
324,300,0
324,673,0
324,674,0
324,400,0
324,675,0
324,302,1,0,2
324,109,0
324,183,0
324,354,0
324,327,0
324,382,0
324,594,0
324,595,0
324,29,0
324,330,0
324,72,5
324,331,0
324,154,0
324,155,0
324,355,0
324,386,0
324,332,0
303,569,0
303,145,0
303,321,0
303,322,0
303,123,0
303,302,0
303,253,0
303,308,0
303,329,0
303,448,0
303,138,0
303,156,0
303,355,0
303,356,0
109,255,0
109,59,2
109,565,0
109,288,0
109,364,0
109,676,0
109,192,2
109,263,0
109,294,0
109,295,0
109,296,0
109,571,0
109,100,0
109,179,2
109,300,0
109,268,2
109,24,0
109,323,2
109,164,0
109,124,0
109,677,0
109,368,0
109,203,2
109,204,2
109,369,0
109,308,0
109,598,0
109,282,2
109,72,0
109,355,0
109,314,0
109,284,2
306,129,0
306,145,0
306,573,0
306,678,0
306,679,0
306,123,0
306,361,0
306,328,0
306,653,0
306,150,0
306,654,0
306,156,0
306,356,0
587,192,0
587,270,4
587,123,0
587,203,0
587,328,0
587,154,0
587,356,0
327,255,0
327,229,0
327,610,0
327,556,0
327,234,0
327,607,0
327,612,0
327,659,0
327,660,0
327,339,0
327,400,0
327,302,0
327,661,0
327,594,0
327,595,0
327,369,0
327,330,0
327,355,0
327,662,0
308,127,0
308,550,0
308,376,0
308,377,0
308,565,0
308,290,0
308,378,0
308,663,0
308,300,0
308,452,0
308,664,0
308,381,0
308,305,0
308,597,0
308,598,0
308,110,0
308,312,0
308,355,0
309,129,0
309,145,0
309,573,0
309,678,0
309,679,0
309,123,0
309,361,0
309,328,0
309,653,0
309,150,0
309,654,0
309,156,0
309,356,0
597,458,0
597,572,0
597,267,0
597,253,0
597,355,0
330,255,0
330,285,0
330,610,0
330,234,0
330,612,0
330,298,0
330,659,0
330,660,0
330,339,0
330,400,0
330,302,0
330,661,0
330,594,0
330,595,0
330,369,0
330,331,0
330,355,0
330,332,0
331,255,0
331,229,0
331,610,0
331,556,0
331,234,0
331,607,0
331,612,0
331,659,0
331,660,0
331,339,0
331,400,0
331,302,0
331,661,0
331,594,0
331,595,0
331,369,0
331,355,0
331,662,0
154,571,0
154,145,0
154,100,0
154,15,0
154,300,0
154,24,0
154,123,0
154,302,0
154,586,0
154,253,0
154,328,0
154,73,1
154,155,2,0
154,156,0
154,385,0
154,601,0
154,157,0
155,571,0
155,145,0
155,100,0
155,302,0
155,586,0
155,328,0
155,73,1
155,156,0
155,385,0
155,157,0
155,356,0
355,285,0
355,551,0
355,393,0
355,568,0
355,612,0
355,571,0
355,298,0
355,668,0
355,322,0
355,582,0
355,512,0
355,669,0
355,670,0
355,253,0
355,328,0
355,242,0
355,243,0
355,329,0
355,447,0
355,448,0
355,449,0
355,138,0
355,332,0
355,671,0
315,129,0
315,145,0
315,573,0
315,678,0
315,679,0
315,123,0
315,361,0
315,328,0
315,653,0
315,150,0
315,654,0
315,156,0
315,356,0
601,192,0
601,123,0
601,203,0
601,328,0
601,356,0
332,255,0
332,229,0
332,610,0
332,556,0
332,234,0
332,607,0
332,612,0
332,659,0
332,660,0
332,339,0
332,400,0
332,302,0
332,661,0
332,594,0
332,595,0
332,369,0
332,662,0
356,145,0
356,668,0
356,322,0
356,669,0
356,123,0
356,670,0
356,253,0
356,328,0
356,653,0
356,654,0
356,329,0
356,447,0
356,156,0
356,445,0
39,2,1,2,0
39,3,0,2,1
39,4,0,1,2
39,397,0,2
39,100,0
39,7,1,2,0
39,8,2,0,1
39,9,0,2,1
39,10,2,0,1
39,11,2,1,0
39,12,1,0,2
39,13,2,1,0
39,14,0,1,2
39,15,2,1,0
39,16,1,2,0
39,17,0,1,2
39,18,1,0,2
39,19,1,0,2
39,20,1,0,2
39,21,0,1,2
39,22,1,0,2
39,23,2,1,0
39,302,0
39,26,2,1,0
39,27,2,1,0
39,29,1,2,0
39,31,2,1,0
39,32,2,0,1
39,33,0,2,1
39,34,2,0,1
39,35,0,2,1
39,36,0,1,2
39,37,1,0,2
39,38,1,0,2
40,680,0
40,681,0
40,81,0
40,86,0
41,2,2,0,1
41,3,1,0,2
41,4,1,0,2
41,7,0,2,1
41,8,1,2,0
41,9,0,1,2
41,10,2,0,1
41,11,2,0,1
41,12,0,1,2
41,13,2,0,1
41,14,2,0,1
41,15,1,2,0
41,16,1,2,0
41,17,0,1,2
41,18,2,0,1
41,19,1,2,0
41,20,2,0,1
41,21,2,1,0
41,22,2,1,0
41,23,0,2,1
41,26,2,0,1
41,27,0,1,2
41,29,0,1,2
41,31,1,0,2
41,32,1,0,2
41,33,0,2,1
41,34,1,0,2
41,35,1,2,0
41,36,2,0,1
41,37,1,0,2
41,38,0,2,1
43,2,0,1,2
43,3,2,0,1
43,682,0
43,4,1,0,2
43,42,0,2,1
43,7,1,2
43,8,2,1,0
43,101,0
43,9,2,1
43,10,2,1
43,11,1,0,2
43,12,1,2,0
43,13,2,1
43,14,2,1
43,15,1,2
43,104,0
43,16,2,1
43,17,1,2
43,18,1,2
43,19,2,0,1
43,20,1,2,0
43,21,2,1
43,22,2,1
43,23,1,2
43,465,0
43,26,2,1
43,27,1,2
43,29,1,2,0
43,31,2,1
43,32,1,2
43,33,2,1
43,34,2,1
43,35,0,2,1
43,36,1,2
43,37,2,1
43,38,0,1,2
683,200,0
683,85,4
200,82,0
200,684,0
200,685,0
200,686,0
200,251,0
200,462,0
200,165,0
200,687,0
200,688,0
200,242,0
200,473,0
200,689,0
200,467,0
200,690,0
